Aseguradora,Plan,Edad,Sexo,Precio_Sano,Precio_Cronico
Mapfre Seguros,Trébol Salud,27,Ambos,4749.0,0.0
Mapfre Seguros,Trébol Salud,28,Ambos,4824.0,0.0
Mapfre Seguros,Trébol Salud,29,Ambos,4896.0,0.0
Mapfre Seguros,Trébol Salud,30,Ambos,4966.0,0.0
Mapfre Seguros,Trébol Salud,31,Ambos,5032.0,0.0
Mapfre Seguros,Trébol Salud,32,Ambos,5095.0,0.0
Mapfre Seguros,Trébol Salud,33,Ambos,5157.0,0.0
Mapfre Seguros,Trébol Salud,34,Ambos,5224.0,0.0
Mapfre Seguros,Trébol Salud,35,Ambos,5301.0,0.0
Mapfre Seguros,Trébol Salud,36,Ambos,5393.0,0.0
Mapfre Seguros,Trébol Salud,37,Ambos,5503.0,0.0
Mapfre Seguros,Trébol Salud,38,Ambos,5636.0,0.0
Mapfre Seguros,Trébol Salud,39,Ambos,5795.0,0.0
Mapfre Seguros,Trébol Salud,40,Ambos,5987.0,0.0
Mapfre Seguros,Trébol Salud,41,Ambos,6212.0,0.0
Mapfre Seguros,Trébol Salud,42,Ambos,6470.0,0.0
Mapfre Seguros,Trébol Salud,43,Ambos,6761.0,0.0
Mapfre Seguros,Trébol Salud,44,Ambos,7083.0,0.0
Mapfre Seguros,Trébol Salud,45,Ambos,7433.0,0.0
Mapfre Seguros,Trébol Salud,46,Ambos,7810.0,0.0
Mapfre Seguros,Trébol Salud,47,Ambos,8212.0,0.0
Mapfre Seguros,Trébol Salud,48,Ambos,8635.0,0.0
Mapfre Seguros,Trébol Salud,49,Ambos,9078.0,0.0
Mapfre Seguros,Trébol Salud,50,Ambos,9537.0,0.0
Mapfre Seguros,Trébol Salud,51,Ambos,10013.0,0.0
Mapfre Seguros,Trébol Salud,52,Ambos,10504.0,0.0
Mapfre Seguros,Trébol Salud,53,Ambos,11010.0,0.0
Mapfre Seguros,Trébol Salud,54,Ambos,11529.0,0.0
Mapfre Seguros,Trébol Salud,55,Ambos,12060.0,0.0
Mapfre Seguros,Trébol Salud,56,Ambos,12602.0,0.0
Mapfre Seguros,Trébol Salud,57,Ambos,13153.0,0.0
Mapfre Seguros,Trébol Salud,58,Ambos,13710.0,0.0
Mapfre Seguros,Trébol Salud,59,Ambos,14273.0,0.0
Mapfre Seguros,Trébol Salud,60,Ambos,14837.0,0.0
Mapfre Seguros,Trébol Salud,61,Ambos,15402.0,0.0
Mapfre Seguros,Trébol Salud,62,Ambos,15961.0,0.0
Mapfre Seguros,Trébol Salud,63,Ambos,16511.0,0.0
Mapfre Seguros,Trébol Salud,64,Ambos,17044.0,0.0
Mapfre Seguros,Trébol Salud,65,Ambos,17558.0,0.0
Mapfre Seguros,Trébol Salud,66,Ambos,0.0,0.0
Mapfre Seguros,Trébol Salud,67,Ambos,0.0,0.0
Mapfre Seguros,Trébol Salud,68,Ambos,0.0,0.0
Mapfre Seguros,Trébol Salud,69,Ambos,0.0,0.0
Mapfre Seguros,Trébol Salud,70,Ambos,0.0,0.0
Mapfre Seguros,Trébol Salud,71,Ambos,0.0,0.0
Mapfre Seguros,Trébol Salud,72,Ambos,0.0,0.0
Mapfre Seguros,Trébol Salud,73,Ambos,0.0,0.0
Mapfre Seguros,Trébol Salud,74,Ambos,0.0,0.0
Mapfre Seguros,Trébol Salud,75,Ambos,0.0,0.0
Mapfre Seguros,Trébol Salud,76,Ambos,0.0,0.0
Mapfre Seguros,Trébol Salud,77,Ambos,0.0,0.0
Mapfre Seguros,Trébol Salud,78,Ambos,0.0,0.0
Mapfre Seguros,Trébol Salud,79,Ambos,0.0,0.0
Mapfre Seguros,Trébol Salud,80,Ambos,0.0,0.0
Mapfre Seguros,Trébol Salud,81,Ambos,0.0,0.0
